Id,ActivityDate,Total_intensity
1644430081,2016-04-30,571
1644430081,2016-05-01,203
1644430081,2016-05-02,142
1644430081,2016-05-03,436
1644430081,2016-05-04,52
1644430081,2016-05-05,123
1644430081,2016-05-06,424
1644430081,2016-05-07,400
1644430081,2016-05-08,295
1644430081,2016-05-09,411
1644430081,2016-05-10,229
1644430081,2016-05-11,40
1844505072,2016-04-12,339
1844505072,2016-04-13,248
1844505072,2016-04-14,373
1844505072,2016-04-15,176
1844505072,2016-04-16,147
1844505072,2016-04-17,221
1844505072,2016-04-18,241
1844505072,2016-04-19,10
1844505072,2016-04-20,1
1844505072,2016-04-21,340
1844505072,2016-04-22,220
1844505072,2016-04-23,139
1844505072,2016-04-24,0
1844505072,2016-04-25,0
1844505072,2016-04-26,0
1844505072,2016-04-27,1
1844505072,2016-04-28,302
1844505072,2016-04-29,247
1844505072,2016-04-30,184
1844505072,2016-05-01,89
1844505072,2016-05-02,0
1844505072,2016-05-03,184
1844505072,2016-05-04,87
1844505072,2016-05-05,120
1844505072,2016-05-06,2
1844505072,2016-05-07,0
1844505072,2016-05-08,0
1844505072,2016-05-09,0
1844505072,2016-05-10,0
1844505072,2016-05-11,0
1844505072,2016-05-12,0
1927972279,2016-04-12,55
1927972279,2016-04-13,32
1927972279,2016-04-14,106
1927972279,2016-04-15,51
1927972279,2016-04-16,0
1927972279,2016-04-17,0
1927972279,2016-04-18,17
1927972279,2016-04-19,0
1927972279,2016-04-20,0
1927972279,2016-04-21,0
1927972279,2016-04-22,10
1927972279,2016-04-23,145
1927972279,2016-04-24,90
1927972279,2016-04-25,12
1927972279,2016-04-26,192
1927972279,2016-04-27,0
1927972279,2016-04-28,95
1927972279,2016-04-29,0
1927972279,2016-04-30,0
1927972279,2016-05-01,114
1927972279,2016-05-02,158
1927972279,2016-05-03,47
1927972279,2016-05-04,87
1927972279,2016-05-05,0
1927972279,2016-05-06,108
1927972279,2016-05-07,48
1927972279,2016-05-08,0
1927972279,2016-05-09,0
1927972279,2016-05-10,0
1927972279,2016-05-11,0
1927972279,2016-05-12,0
2022484408,2016-04-12,381
2022484408,2016-04-13,431
2022484408,2016-04-14,359
2022484408,2016-04-15,381
2022484408,2016-04-16,296
2022484408,2016-04-17,473
2022484408,2016-04-18,461
2022484408,2016-04-19,357
2022484408,2016-04-20,546
2022484408,2016-04-21,673
2022484408,2016-04-22,449
2022484408,2016-04-23,249
2022484408,2016-04-24,379
2022484408,2016-04-25,365
2022484408,2016-04-26,488
2022484408,2016-04-27,379
2022484408,2016-04-28,349
2022484408,2016-04-29,424
2022484408,2016-04-30,446
2022484408,2016-05-01,376
2022484408,2016-05-02,401
2022484408,2016-05-03,494
2022484408,2016-05-04,434
2022484408,2016-05-05,458
2022484408,2016-05-06,401
2022484408,2016-05-07,213
2022484408,2016-05-08,135
2022484408,2016-05-09,496
2022484408,2016-05-10,498
2022484408,2016-05-11,448
2022484408,2016-05-12,295
2026352035,2016-04-12,206
2026352035,2016-04-13,238
2026352035,2016-04-14,197
2026352035,2016-04-15,188
2026352035,2016-04-16,150
2026352035,2016-04-17,60
2026352035,2016-04-18,182
2026352035,2016-04-19,141
2026352035,2016-04-20,327
2026352035,2016-04-21,153
2026352035,2016-04-22,162
2026352035,2016-04-23,432
2026352035,2016-04-24,164
2026352035,2016-04-25,260
2026352035,2016-04-26,288
2026352035,2016-04-27,286
2026352035,2016-04-28,331
2026352035,2016-04-29,352
2026352035,2016-04-30,233
2026352035,2016-05-01,191
2026352035,2016-05-02,355
2026352035,2016-05-03,304
2026352035,2016-05-04,345
2026352035,2016-05-05,475
2026352035,2016-05-06,383
2026352035,2016-05-07,229
2026352035,2016-05-08,258
2026352035,2016-05-09,401
2026352035,2016-05-10,17
2026352035,2016-05-11,330
2026352035,2016-05-12,320
2320127002,2016-04-12,363
2320127002,2016-04-13,335
2320127002,2016-04-14,191
2320127002,2016-04-15,245
2320127002,2016-04-16,195
2320127002,2016-04-17,249
2320127002,2016-04-18,274
2320127002,2016-04-19,250
2320127002,2016-04-20,305
2320127002,2016-04-21,150
2320127002,2016-04-22,266
2320127002,2016-04-23,242
2320127002,2016-04-24,204
2320127002,2016-04-25,171
2320127002,2016-04-26,147
2320127002,2016-04-27,82
2320127002,2016-04-28,76
2320127002,2016-04-29,45
2320127002,2016-04-30,234
2320127002,2016-05-01,40
2320127002,2016-05-02,150
2320127002,2016-05-03,286
2320127002,2016-05-04,52
2320127002,2016-05-05,245
2320127002,2016-05-06,204
2320127002,2016-05-07,319
2320127002,2016-05-08,247
2320127002,2016-05-09,145
2320127002,2016-05-10,290
2320127002,2016-05-11,300
2320127002,2016-05-12,124
2347167796,2016-04-12,430
2347167796,2016-04-13,316
2347167796,2016-04-14,305
2347167796,2016-04-15,335
2347167796,2016-04-16,610
2347167796,2016-04-17,266
2347167796,2016-04-18,271
2347167796,2016-04-19,396
2347167796,2016-04-20,388
2347167796,2016-04-21,329
2347167796,2016-04-22,287
2347167796,2016-04-23,526
2347167796,2016-04-24,360
2347167796,2016-04-25,344
2347167796,2016-04-26,227
2347167796,2016-04-27,391
2347167796,2016-04-28,229
2347167796,2016-04-29,2
2873212765,2016-04-12,404
2873212765,2016-04-13,420
2873212765,2016-04-14,331
2873212765,2016-04-15,448
2873212765,2016-04-16,448
2873212765,2016-04-17,176
2873212765,2016-04-18,326
2873212765,2016-04-19,389
2873212765,2016-04-20,454
2873212765,2016-04-21,397
2873212765,2016-04-22,389
2873212765,2016-04-23,424
2873212765,2016-04-24,330
2873212765,2016-04-25,359
2873212765,2016-04-26,325
2873212765,2016-04-27,335
2873212765,2016-04-28,311
2873212765,2016-04-29,312
2873212765,2016-04-30,303
2873212765,2016-05-01,253
2873212765,2016-05-02,348
2873212765,2016-05-03,378
2873212765,2016-05-04,420
2873212765,2016-05-05,396
2873212765,2016-05-06,380
2873212765,2016-05-07,299
2873212765,2016-05-08,464
2873212765,2016-05-09,345
2873212765,2016-05-10,373
2873212765,2016-05-11,319
2873212765,2016-05-12,259
3372868164,2016-04-12,280
3372868164,2016-04-13,435
3372868164,2016-04-14,438
3372868164,2016-04-15,335
3372868164,2016-04-16,356
3372868164,2016-04-17,359
3372868164,2016-04-18,417
3372868164,2016-04-19,376
3372868164,2016-04-20,325
3372868164,2016-04-21,448
3372868164,2016-04-22,206
3372868164,2016-04-23,367
3372868164,2016-04-24,348
3372868164,2016-04-25,416
3372868164,2016-04-26,403
3372868164,2016-04-27,444
3372868164,2016-04-28,385
3372868164,2016-04-29,402
3372868164,2016-04-30,359
3372868164,2016-05-01,160
3977333714,2016-04-12,301
3977333714,2016-04-13,338
3977333714,2016-04-14,275
3977333714,2016-04-15,312
3977333714,2016-04-16,412
3977333714,2016-04-17,354
3977333714,2016-04-18,416
3977333714,2016-04-19,412
3977333714,2016-04-20,366
3977333714,2016-04-21,242
3977333714,2016-04-22,311
3977333714,2016-04-23,436
3977333714,2016-04-24,409
3977333714,2016-04-25,301
3977333714,2016-04-26,381
3977333714,2016-04-27,196
3977333714,2016-04-28,251
3977333714,2016-04-29,322
3977333714,2016-04-30,427
3977333714,2016-05-01,327
3977333714,2016-05-02,534
3977333714,2016-05-03,481
3977333714,2016-05-04,376
3977333714,2016-05-05,396
3977333714,2016-05-06,365
3977333714,2016-05-07,380
3977333714,2016-05-08,430
3977333714,2016-05-09,419
3977333714,2016-05-10,429
4020332650,2016-04-12,373
4020332650,2016-04-13,0
4020332650,2016-04-14,3
4020332650,2016-04-15,231
4020332650,2016-04-16,292
4020332650,2016-04-17,2
4020332650,2016-04-18,2
4020332650,2016-04-19,0
4020332650,2016-04-20,0
4020332650,2016-04-21,0
4020332650,2016-04-22,0
4020332650,2016-04-23,0
4020332650,2016-04-24,0
4020332650,2016-04-25,0
4020332650,2016-04-26,0
4020332650,2016-04-27,0
4020332650,2016-04-28,0
4020332650,2016-04-29,0
4020332650,2016-04-30,0
4020332650,2016-05-01,0
4020332650,2016-05-02,53
4020332650,2016-05-03,174
4020332650,2016-05-04,477
4020332650,2016-05-05,394
4020332650,2016-05-06,177
4020332650,2016-05-07,184
4020332650,2016-05-08,263
4020332650,2016-05-09,192
4020332650,2016-05-10,206
4020332650,2016-05-11,156
4020332650,2016-05-12,11
4057192912,2016-04-12,164
4057192912,2016-04-13,160
4057192912,2016-04-14,0
4057192912,2016-04-15,107
4319703577,2016-04-12,0
4319703577,2016-04-13,150
4319703577,2016-04-14,360
4319703577,2016-04-15,228
4319703577,2016-04-16,194
4319703577,2016-04-17,3
4319703577,2016-04-18,79
4319703577,2016-04-19,311
4319703577,2016-04-20,342
4319703577,2016-04-21,34
4319703577,2016-04-22,217
4319703577,2016-04-23,233
4319703577,2016-04-24,204
4319703577,2016-04-25,406
4319703577,2016-04-26,354
4319703577,2016-04-27,412
4319703577,2016-04-28,414
4319703577,2016-04-29,343
4319703577,2016-04-30,290
4319703577,2016-05-01,67
4319703577,2016-05-02,366
4319703577,2016-05-03,363
4319703577,2016-05-04,363
4319703577,2016-05-05,477
4319703577,2016-05-06,354
4319703577,2016-05-07,344
4319703577,2016-05-08,153
4319703577,2016-05-09,408
4319703577,2016-05-10,362
4319703577,2016-05-11,356
4319703577,2016-05-12,2
4388161847,2016-04-12,0
4388161847,2016-04-13,181
4388161847,2016-04-14,319
4388161847,2016-04-15,299
4388161847,2016-04-16,289
4388161847,2016-04-17,201
4388161847,2016-04-18,336
4388161847,2016-04-19,341
4388161847,2016-04-20,369
4388161847,2016-04-21,317
4388161847,2016-04-22,501
4388161847,2016-04-23,399
4388161847,2016-04-24,297
4388161847,2016-04-25,396
4388161847,2016-04-26,312
4388161847,2016-04-27,370
4388161847,2016-04-28,309
4388161847,2016-04-29,307
4388161847,2016-04-30,428
4388161847,2016-05-01,307
4388161847,2016-05-02,311
4388161847,2016-05-03,396
4388161847,2016-05-04,398
4388161847,2016-05-05,313
4388161847,2016-05-06,451
4388161847,2016-05-07,732
4388161847,2016-05-08,575
4388161847,2016-05-09,314
4388161847,2016-05-10,334
4388161847,2016-05-11,316
4388161847,2016-05-12,101
4445114986,2016-04-12,196
4445114986,2016-04-13,194
4445114986,2016-04-14,231
4445114986,2016-04-15,350
4445114986,2016-04-16,225
4445114986,2016-04-17,114
4445114986,2016-04-18,249
4445114986,2016-04-19,121
4445114986,2016-04-20,137
4445114986,2016-04-21,215
4445114986,2016-04-22,317
4445114986,2016-04-23,201
4445114986,2016-04-24,244
4445114986,2016-04-25,179
4445114986,2016-04-26,269
4445114986,2016-04-27,292
4445114986,2016-04-28,236
4445114986,2016-04-29,226
4445114986,2016-04-30,290
4445114986,2016-05-01,240
4445114986,2016-05-02,289
4445114986,2016-05-03,327
4445114986,2016-05-04,180
4445114986,2016-05-05,203
4445114986,2016-05-06,229
4445114986,2016-05-07,194
4445114986,2016-05-08,324
4445114986,2016-05-09,266
4445114986,2016-05-10,231
4445114986,2016-05-11,378
4445114986,2016-05-12,51
4558609924,2016-04-12,318
4558609924,2016-04-13,198
4558609924,2016-04-14,279
4558609924,2016-04-15,373
4558609924,2016-04-16,356
4558609924,2016-04-17,363
4558609924,2016-04-18,403
4558609924,2016-04-19,269
4558609924,2016-04-20,222
4558609924,2016-04-21,492
4558609924,2016-04-22,383
4558609924,2016-04-23,333
4558609924,2016-04-24,395
4558609924,2016-04-25,414
4558609924,2016-04-26,401
4558609924,2016-04-27,421
4558609924,2016-04-28,392
4558609924,2016-04-29,300
4558609924,2016-04-30,372
4558609924,2016-05-01,190
4558609924,2016-05-02,383
4558609924,2016-05-03,320
4558609924,2016-05-04,252
4558609924,2016-05-05,428
4558609924,2016-05-06,202
4558609924,2016-05-07,334
4558609924,2016-05-08,506
4558609924,2016-05-09,417
4558609924,2016-05-10,289
4558609924,2016-05-11,398
4558609924,2016-05-12,232
4702921684,2016-04-12,263
4702921684,2016-04-13,258
4702921684,2016-04-14,271
4702921684,2016-04-15,275
4702921684,2016-04-16,392
4702921684,2016-04-17,470
4702921684,2016-04-18,317
4702921684,2016-04-19,225
4702921684,2016-04-20,324
4702921684,2016-04-21,238
4702921684,2016-04-22,72
4702921684,2016-04-23,567
4702921684,2016-04-24,516
4702921684,2016-04-25,318
4702921684,2016-04-26,235
4702921684,2016-04-27,273
4702921684,2016-04-28,292
4702921684,2016-04-29,341
4702921684,2016-04-30,347
4702921684,2016-05-01,0
4702921684,2016-05-02,290
4702921684,2016-05-03,313
4702921684,2016-05-04,293
4702921684,2016-05-05,275
4702921684,2016-05-06,242
4702921684,2016-05-07,546
4702921684,2016-05-08,469
4702921684,2016-05-09,277
4702921684,2016-05-10,339
4702921684,2016-05-11,347
4702921684,2016-05-12,68
5553957443,2016-04-12,360
5553957443,2016-04-13,226
5553957443,2016-04-14,521
5553957443,2016-04-15,489
5553957443,2016-04-16,288
5553957443,2016-04-17,46
5553957443,2016-04-18,206
5553957443,2016-04-19,512
5553957443,2016-04-20,148
5553957443,2016-04-21,402
5553957443,2016-04-22,377
5553957443,2016-04-23,272
5553957443,2016-04-24,104
5553957443,2016-04-25,376
5553957443,2016-04-26,394
5553957443,2016-04-27,286
5553957443,2016-04-28,338
5553957443,2016-04-29,438
5553957443,2016-04-30,84
5553957443,2016-05-01,237
5553957443,2016-05-02,314
5553957443,2016-05-03,383
5553957443,2016-05-04,224
5553957443,2016-05-05,431
5553957443,2016-05-06,310
5553957443,2016-05-07,96
5553957443,2016-05-08,235
5553957443,2016-05-09,472
5553957443,2016-05-10,528
5553957443,2016-05-11,195
5553957443,2016-05-12,84
5577150313,2016-04-12,430
5577150313,2016-04-13,211
5577150313,2016-04-14,590
5577150313,2016-04-15,652
5577150313,2016-04-16,822
5577150313,2016-04-17,833
5577150313,2016-04-18,536
5577150313,2016-04-19,481
5577150313,2016-04-20,406
5577150313,2016-04-21,653
5577150313,2016-04-22,446
5577150313,2016-04-23,343
5577150313,2016-04-24,901
5577150313,2016-04-25,473
5577150313,2016-04-26,359
5577150313,2016-04-27,411
5577150313,2016-04-28,540
5577150313,2016-04-29,528
5577150313,2016-04-30,874
5577150313,2016-05-01,904
5577150313,2016-05-02,386
5577150313,2016-05-03,519
5577150313,2016-05-04,234
5577150313,2016-05-05,320
5577150313,2016-05-06,234
5577150313,2016-05-07,0
5577150313,2016-05-08,0
5577150313,2016-05-09,194
5577150313,2016-05-10,580
5577150313,2016-05-11,226
6117666160,2016-04-12,0
6117666160,2016-04-13,0
6117666160,2016-04-14,0
6117666160,2016-04-15,525
6117666160,2016-04-16,569
6117666160,2016-04-17,312
6117666160,2016-04-18,241
6117666160,2016-04-19,480
6117666160,2016-04-20,447
6117666160,2016-04-21,365
6117666160,2016-04-22,402
6117666160,2016-04-23,512
6117666160,2016-04-24,362
6117666160,2016-04-25,0
6117666160,2016-04-26,366
6117666160,2016-04-27,458
6117666160,2016-04-28,141
6117666160,2016-04-29,461
6117666160,2016-04-30,343
6117666160,2016-05-01,397
6117666160,2016-05-02,235
6117666160,2016-05-03,0
6117666160,2016-05-04,156
6117666160,2016-05-05,487
6117666160,2016-05-06,133
6117666160,2016-05-07,412
6117666160,2016-05-08,318
6117666160,2016-05-09,155
6290855005,2016-04-12,199
6290855005,2016-04-13,350
6290855005,2016-04-14,363
6290855005,2016-04-15,328
6290855005,2016-04-16,258
6290855005,2016-04-17,342
6290855005,2016-04-18,271
6290855005,2016-04-19,321
6290855005,2016-04-20,258
6290855005,2016-04-21,0
6290855005,2016-04-22,302
6290855005,2016-04-23,99
6290855005,2016-04-24,258
6290855005,2016-04-25,279
6290855005,2016-04-26,0
6290855005,2016-04-27,287
6290855005,2016-04-28,255
6290855005,2016-04-29,0
6290855005,2016-04-30,324
6290855005,2016-05-01,496
6290855005,2016-05-02,268
6290855005,2016-05-03,240
6290855005,2016-05-04,272
6290855005,2016-05-05,239
6290855005,2016-05-06,305
6290855005,2016-05-07,227
6290855005,2016-05-08,251
6290855005,2016-05-09,257
6775888955,2016-04-12,0
6775888955,2016-04-13,172
6775888955,2016-04-14,195
6775888955,2016-04-15,58
6775888955,2016-04-16,153
6775888955,2016-04-17,82
6775888955,2016-04-18,298
6775888955,2016-04-19,0
6775888955,2016-04-20,614
6775888955,2016-04-21,0
6775888955,2016-04-22,20
6775888955,2016-04-23,0
6775888955,2016-04-24,80
6775888955,2016-04-25,217
6775888955,2016-04-26,233
6775888955,2016-04-27,0
6775888955,2016-04-28,47
6775888955,2016-04-29,0
6775888955,2016-04-30,111
6775888955,2016-05-01,145
6775888955,2016-05-02,0
6775888955,2016-05-03,1
6775888955,2016-05-04,0
6775888955,2016-05-05,0
6775888955,2016-05-06,181
6775888955,2016-05-07,61
6962181067,2016-04-12,367
6962181067,2016-04-13,214
6962181067,2016-04-14,86
6962181067,2016-04-15,217
6962181067,2016-04-16,436
6962181067,2016-04-17,336
6962181067,2016-04-18,361
6962181067,2016-04-19,382
6962181067,2016-04-20,449
6962181067,2016-04-21,427
6962181067,2016-04-22,396
6962181067,2016-04-23,603
6962181067,2016-04-24,199
6962181067,2016-04-25,449
6962181067,2016-04-26,376
6962181067,2016-04-27,376
6962181067,2016-04-28,418
6962181067,2016-04-29,435
6962181067,2016-04-30,365
6962181067,2016-05-01,215
6962181067,2016-05-02,445
6962181067,2016-05-03,402
6962181067,2016-05-04,401
6962181067,2016-05-05,391
6962181067,2016-05-06,299
6962181067,2016-05-07,328
6962181067,2016-05-08,179
6962181067,2016-05-09,402
6962181067,2016-05-10,529
6962181067,2016-05-11,285
6962181067,2016-05-12,121
7007744171,2016-04-12,530
7007744171,2016-04-13,473
7007744171,2016-04-14,418
7007744171,2016-04-15,202
7007744171,2016-04-16,203
7007744171,2016-04-17,305
7007744171,2016-04-18,490
7007744171,2016-04-19,497
7007744171,2016-04-20,593
7007744171,2016-04-21,485
7007744171,2016-04-22,553
7007744171,2016-04-23,279
7007744171,2016-04-24,419
7007744171,2016-04-25,580
7007744171,2016-04-26,516
7007744171,2016-04-27,511
7007744171,2016-04-28,481
7007744171,2016-04-29,631
7007744171,2016-04-30,200
7007744171,2016-05-01,237
7007744171,2016-05-02,470
7007744171,2016-05-03,566
7007744171,2016-05-04,0
7007744171,2016-05-05,522
7007744171,2016-05-06,405
7007744171,2016-05-07,0
7086361926,2016-04-12,342
7086361926,2016-04-13,300
7086361926,2016-04-14,358
7086361926,2016-04-15,271
7086361926,2016-04-16,3
7086361926,2016-04-17,0
7086361926,2016-04-18,399
7086361926,2016-04-19,463
7086361926,2016-04-20,432
7086361926,2016-04-21,275
7086361926,2016-04-22,445
7086361926,2016-04-23,90
7086361926,2016-04-24,125
7086361926,2016-04-25,414
7086361926,2016-04-26,408
7086361926,2016-04-27,322
7086361926,2016-04-28,419
7086361926,2016-04-29,326
7086361926,2016-04-30,468
7086361926,2016-05-01,378
7086361926,2016-05-02,389
7086361926,2016-05-03,395
7086361926,2016-05-04,294
7086361926,2016-05-05,249
7086361926,2016-05-06,476
7086361926,2016-05-07,353
7086361926,2016-05-08,297
7086361926,2016-05-09,472
7086361926,2016-05-10,368
7086361926,2016-05-11,379
7086361926,2016-05-12,32
8053475328,2016-04-12,487
8053475328,2016-04-13,465
8053475328,2016-04-14,560
8053475328,2016-04-15,570
8053475328,2016-04-16,383
8053475328,2016-04-17,570
8053475328,2016-04-18,513
8053475328,2016-04-19,475
8053475328,2016-04-20,435
8053475328,2016-04-21,482
8053475328,2016-04-22,303
8053475328,2016-04-23,626
8053475328,2016-04-24,635
8053475328,2016-04-25,581
8053475328,2016-04-26,399
8053475328,2016-04-27,383
8053475328,2016-04-28,441
8053475328,2016-04-29,349
8053475328,2016-04-30,214
8053475328,2016-05-01,51
8053475328,2016-05-02,95
8053475328,2016-05-03,470
8053475328,2016-05-04,406
8053475328,2016-05-05,427
8053475328,2016-05-06,390
8053475328,2016-05-07,551
8053475328,2016-05-08,631
8053475328,2016-05-09,370
8053475328,2016-05-10,423
8053475328,2016-05-11,378
8053475328,2016-05-12,130
8253242879,2016-04-12,278
8253242879,2016-04-13,223
8253242879,2016-04-14,152
8253242879,2016-04-15,105
8253242879,2016-04-16,235
8253242879,2016-04-17,290
8253242879,2016-04-18,210
8253242879,2016-04-19,164
8253242879,2016-04-20,267
8253242879,2016-04-21,359
8253242879,2016-04-22,120
8253242879,2016-04-23,333
8253242879,2016-04-24,213
8253242879,2016-04-25,247
8253242879,2016-04-26,193
8253242879,2016-04-27,249
8253242879,2016-04-28,85
8253242879,2016-04-29,202
8378563200,2016-04-12,381
8378563200,2016-04-13,545
8378563200,2016-04-14,585
8378563200,2016-04-15,416
8378563200,2016-04-16,376
8378563200,2016-04-17,93
8378563200,2016-04-18,545
8378563200,2016-04-19,552
8378563200,2016-04-20,431
8378563200,2016-04-21,588
8378563200,2016-04-22,522
8378563200,2016-04-23,213
8378563200,2016-04-24,135
8378563200,2016-04-25,524
8378563200,2016-04-26,467
8378563200,2016-04-27,212
8378563200,2016-04-28,192
8378563200,2016-04-29,195
8378563200,2016-04-30,121
8378563200,2016-05-01,360
8378563200,2016-05-02,339
8378563200,2016-05-03,448
8378563200,2016-05-04,244
8378563200,2016-05-05,418
8378563200,2016-05-06,398
8378563200,2016-05-07,158
8378563200,2016-05-08,139
8378563200,2016-05-09,410
8378563200,2016-05-10,367
8378563200,2016-05-11,420
8378563200,2016-05-12,127
8583815059,2016-04-12,210
8583815059,2016-04-13,215
8583815059,2016-04-14,134
8583815059,2016-04-15,65
8583815059,2016-04-16,0
8583815059,2016-04-17,0
8583815059,2016-04-18,161
8583815059,2016-04-19,207
8583815059,2016-04-20,221
8583815059,2016-04-21,299
8583815059,2016-04-22,332
8583815059,2016-04-23,347
8583815059,2016-04-24,300
8583815059,2016-04-25,188
8583815059,2016-04-26,399
8583815059,2016-04-27,370
8583815059,2016-04-28,259
8583815059,2016-04-29,530
8583815059,2016-04-30,379
8583815059,2016-05-01,151
8583815059,2016-05-02,0
8583815059,2016-05-03,0
8583815059,2016-05-04,0
8583815059,2016-05-05,70
8583815059,2016-05-06,216
8583815059,2016-05-07,250
8583815059,2016-05-08,335
8583815059,2016-05-09,316
8583815059,2016-05-10,275
8583815059,2016-05-11,327
8792009665,2016-04-12,116
8792009665,2016-04-13,82
8792009665,2016-04-14,84
8792009665,2016-04-15,126
8792009665,2016-04-16,12
8792009665,2016-04-17,0
8792009665,2016-04-18,0
8792009665,2016-04-19,0
8792009665,2016-04-20,159
8792009665,2016-04-21,9
8792009665,2016-04-22,238
8792009665,2016-04-23,346
8792009665,2016-04-24,44
8792009665,2016-04-25,0
8792009665,2016-04-26,80
8792009665,2016-04-27,112
8792009665,2016-04-28,310
8792009665,2016-04-29,426
8792009665,2016-04-30,371
8792009665,2016-05-01,79
8792009665,2016-05-02,101
8792009665,2016-05-03,156
8792009665,2016-05-04,129
8792009665,2016-05-05,0
8792009665,2016-05-06,0
8792009665,2016-05-07,0
8792009665,2016-05-08,0
8792009665,2016-05-09,0
8877689391,2016-04-12,581
8877689391,2016-04-13,576
8877689391,2016-04-14,528
8877689391,2016-04-15,601
8877689391,2016-04-16,769
8877689391,2016-04-17,511
8877689391,2016-04-18,288
8877689391,2016-04-19,486
8877689391,2016-04-20,482
8877689391,2016-04-21,498
8877689391,2016-04-22,423
8877689391,2016-04-23,618
8877689391,2016-04-24,421
8877689391,2016-04-25,573
8877689391,2016-04-26,330
8877689391,2016-04-27,530
8877689391,2016-04-28,421
8877689391,2016-04-29,274
8877689391,2016-04-30,603
8877689391,2016-05-01,298
8877689391,2016-05-02,105
8877689391,2016-05-03,292
8877689391,2016-05-04,426
8877689391,2016-05-05,419
8877689391,2016-05-06,554
8877689391,2016-05-07,642
8877689391,2016-05-08,304
8877689391,2016-05-09,474
8877689391,2016-05-10,300
8877689391,2016-05-11,501
8877689391,2016-05-12,197
